7819	8232
21033	6210
12082	28439
12918	8538
2603	8671
16262	8788
9371	22758
22506	6879
28723	27637
19424	24811
5499	25579
11724	19245
15360	21430
5591	653
3160	15543
4102	7009
24187	543
7561	11919
25579	1566
10467	14618
20303	17747
6970	16175
8940	15950
22296	6722
21107	16350
24729	14709
26140	8747
7930	15113
4219	26133
25816	22312
24378	20359
5080	9085
26463	11036
23588	26973
15348	13054
16674	14226
6685	23979
27273	4270
15085	28274
13800	25579
7869	11790
24886	15086
1959	3442
5425	1120
2614	6712
25270	10371
20234	2036
15190	2999
16835	8360
9400	21383
20190	13856
6210	6914
5412	18863
16328	3542
25479	11217
26717	13759
17980	3319
16799	6663
19235	20456
7118	16901
10514	3542
843	20703
1853	19081
26303	12979
22722	1609
7572	16941
21149	15914
9693	26123
20205	22758
20481	28629
27376	6210
11670	1074
9085	3772
139	6876
4342	23610
5580	24736
27814	11169
24602	6233
23762	27188
4835	9352
19132	3530
11089	7367
10552	6218
17252	2369
1660	1418
10234	27618
7363	4432
12336	2557
5163	10484
16964	14804
19918	11121
20402	19232
5911	14526
24491	6446
13015	5553
25579	26107
2744	24848
18088	4645
10478	13954
27490	719
2171	23672
3271	6633
8940	311
25272	6960
3198	11877
18401	23506
24732	13817
4708	8353
2999	25137
1418	18163
15187	8214
23595	19985
18405	16200
8202	27533
9762	14371
14528	25579
1413	4508
22460	15585
19090	14146
26143	23964
16356	11468
24876	10437
28413	5058
15634	12082
26472	3250
12880	25630
19943	905
14138	16522
6210	17217
28410	3148
19192	10673
25328	7354
1148	21531
16353	6210
15105	2382
19198	17961
1126	13910
12017	16301
24053	13205
10171	10645
2761	5101
4721	16356
5398	5058
3271	6989
1045	16453
6700	15842
12097	14175
19295	5058
12855	17649
22823	9707
28311	17960
14507	28512
4364	24686
21038	22728
15330	9279
12459	24228
13162	1625
17203	22063
11299	3875
10577	12011
11742	22484
14438	497
2385	28323
16614	5124
1637	682
25090	27866
8697	21882
17364	16946
3217	5917
4908	11236
24015	1396
21775	4644
16438	8696
28802	16484
14438	10359
1268	21330
27340	3849
21169	25944
13360	5839
20389	8333
28757	10866
465	24572
23922	21536
23391	8612
21557	28339
21531	24667
10264	1609
841	12647
9435	24602
24845	5838
6210	7889
188	6210
6440	11357
3873	20746
16047	4779
20806	19778
27552	249
14625	18144
23672	22674
13694	202
2421	4187
10335	5688
4450	14207
10548	22890
25579	2510
17821	24748
16356	16555
22039	12143
12820	12161
8847	4129
10444	17116
27288	25579
12034	5517
21183	3343
15743	5451
25637	21126
1197	22644
2948	21591
20310	24680
2683	26892
11275	22976
128	7093
6210	21108
640	22102
3076	7200
18837	22758
8823	21531
8217	28290
25385	27490
19342	18363
22913	23498
12186	5965
1036	22837
16190	20
5839	6210
4127	16715
6615	22924
22340	12422
24216	24117
16281	10857
15542	4180
20257	21399
28157	19030
7718	15759
4552	7472
18601	8324
9139	19674
24865	6373
4189	9907
2730	8512
15686	3151
6671	4798
15722	4282
19823	26996
25098	21891
14070	16938
3031	5335
6210	7946
25952	22857
13212	10373
2773	4030
12317	13076
15922	14526
2941	25579
21939	24266
19909	21854
25890	20864
1310	12504
23783	25579
14526	12621
24680	25017
1067	10823
24752	24304
16545	7806
25579	4384
8319	10811
2263	14254
8612	8445
28331	12357
22354	12922
2491	26260
28748	6210
25570	2293
15236	5563
19569	11078
16514	26214
28220	13576
8981	24052
23468	1636
4309	18412
11754	3900
12363	1900
20167	6084
28879	1233
5058	19055
11144	5995
25579	28348
21330	25378
24450	15969
14162	23983
26923	20642
24737	27285
16151	18674
14708	9180
17441	28753
17143	11009
33	4552
25032	24124
11828	2161
25728	27162
21260	23090
8443	22594
27322	16481
13160	6061
4830	27580
2384	24887
14967	26412
14943	24664
7223	22713
7231	7367
11503	25471
4606	19598
509	23675
3392	3445
22248	23843
14365	21302
28150	26242
14333	25781
7846	25900
7339	20994
20463	19805
23948	6773
12032	1036
9973	26667
17070	1787
1089	21689
25352	18052
27757	21216
11212	14162
13503	27695
14075	7225
25650	28136
1204	9210
2271	3340
2804	12034
12171	2373
7828	13741
24542	4469
14684	7683
25579	9232
4349	25336
3109	23019
14088	23394
10633	24797
23683	1944
20713	14786
4983	7117
21443	26116
4668	2786
23804	18066
5108	9024
23216	3479
20390	13291
22240	2671
27232	26320
7313	6522
20997	11402
18330	11379
843	12949
18472	16224
11864	26239
22070	4940
250	1089
2477	24613
17376	13945
26735	9207
6084	4432
22529	20280
975	16643
13503	9747
15113	257
5928	28007
10588	21486
12485	27318
8545	128
19569	14149
9060	15224
5588	735
10141	18405
14168	14784
1801	6568
28898	1525
4349	11710
6722	23782
17982	18556
28576	18498
6103	6843
6210	2368
14162	26502
8641	21738
8454	3147
1815	23741
6210	11917
28763	19146
25579	18834
21531	19090
19556	6033
7640	10696
21293	28311
6210	6181
11074	26982
6974	18843
6000	8956
6851	13310
20630	1110
13371	18513
7775	1766
19054	2718
6196	6210
18828	3555
10124	28589
18565	17938
28840	17080
12106	16798
13814	26030
4779	28041
28454	28283
24748	10654
2341	18333
7652	292
843	18277
22342	4580
27222	14791
14043	2174
1402	401
11769	24575
4244	21913
4813	26564
11576	20396
2529	20649
26662	15876
24380	19686
6075	21349
14738	22569
2019	19138
13642	2683
15555	7847
13409	19646
13325	1523
25741	27477
19981	28678
28654	2784
21938	14169
19510	21463
24612	6210
18747	17015
26672	20552
24596	26398
9172	539
17961	9273
133	15905
14162	16509
5918	13044
12880	18769
22433	25821
27932	4095
4020	13576
13786	19569
6700	4349
5954	20847
10355	682
15465	27286
27595	3099
5758	23231
7440	21184
22241	1096
16805	23671
16822	17625
11259	11455
5054	1561
27451	11267
19062	17139
24092	4028
7989	10735
1272	10192
1406	14786
23188	6843
24552	9224
15036	9145
6838	16171
25225	2746
27050	14438
18755	1255
9224	9865
15576	575
28930	4752
22537	1198
12748	18697
12859	11049
14922	6210
15906	17232
634	1288
27270	930
21416	26173
8674	5953
5058	21870
14531	8179
10613	1405
25542	1801
14599	17216
24737	27516
10775	21116
12271	22403
28097	1698
11653	9886
5176	22009
20745	24602
25821	4463
28220	17921
18954	7869
28526	15174
4134	13945
25579	27244
24003	22022
23090	22401
5143	12411
6446	11085
12082	3596
9959	6359
2556	12462
14317	3716
8945	18692
8436	8826
27595	4224
10547	25378
7652	23870
26665	8836
25579	8957
25579	17712
13212	520
11136	9180
16567	25699
27516	7876
21271	722
1910	25579
23526	7979
22262	817
8890	15405
8884	19261
9579	7649
888	14468
2338	12995
23951	14188
26064	26366
22148	11513
23019	16386
5498	21639
4547	28854
13139	23229
1554	25142
1744	20219
24068	23090
1234	16262
20610	13943
9418	10324
25290	21430
5234	24277
7367	24381
3507	25101
14837	6464
25160	2098
25260	20481
21236	9469
5344	2473
28312	19081
19117	23976
10079	8919
21997	6210
20209	23672
9991	10166
4660	27039
4360	17597
22611	1375
18703	5005
24887	5862
13098	6769
7622	16972
5621	23444
2637	16316
12911	17847
22412	25323
5583	15015
7367	25181
28671	23425
15084	7876
5838	19188
6210	22317
17978	21234
7025	6304
22758	22877
27179	465
18507	23317
11642	28947
26302	5284
6894	21764
10580	25277
23399	13408
6365	14175
27998	5842
16122	26201
16938	23799
16192	9652
10746	17506
14718	9379
13571	11946
22102	24735
7947	15717
5893	21658
5517	3523
23189	12680
15928	16394
5849	16103
26499	13202
14449	8671
21367	15023
7546	26802
4200	1875
4753	15570
21265	3651
26809	20596
4020	17313
23876	20722
9710	5588
28507	8288
11995	21557
27889	25877
19454	9565
8118	24104
2699	17049
422	16338
13674	3013
24070	11759
23743	22758
24944	20067
17883	6161
19032	22200
6561	17343
3493	4257
14588	22591
24072	5389
23571	8019
25215	24941
21932	23170
18021	4134
4684	3737
3351	19432
26206	9825
23672	12574
21349	20361
6122	27315
19942	5087
22654	13346
21354	28952
20338	11097
15396	11960
26484	5619
12869	4349
14419	26996
1853	18293
23090	22349
13684	1937
16091	6210
3392	16234
13497	23013
17444	17701
21346	1738
16834	25736
17016	10444
25306	1030
9602	23672
24686	6247
23037	18066
4685	8288
17639	26512
13625	17699
8560	21137
1859	5580
17996	19256
16663	16962
16766	5062
18066	12309
8375	21049
25708	4929
110	16579
3636	25579
8977	23966
12870	220
22254	13503
18830	20171
3702	21323
20366	21450
14307	7276
6626	9325
14674	9689
2998	12313
13798	2784
5626	16805
19002	1573
9421	6208
14029	6210
23090	16554
3486	4383
2089	28621
23233	15906
26035	1984
25181	23141
27719	22212
24375	253
13960	10766
16200	24335
14226	8318
15925	27907
17187	15671
21591	175
4134	5656
22012	7880
15900	25379
28802	2882
16756	1379
2341	6138
12462	27689
20381	3271
1569	4408
10482	25199
12541	6210
26212	5451
26946	2697
7067	19004
14163	11759
26532	2095
15800	10283
18359	4309
19529	28444
18756	22006
4331	17028
15222	12433
5799	6668
4220	12152
26389	16865
14830	20197
7927	5154
19822	17713
13083	26735
14366	16707
25766	27047
19007	6651
6217	25109
22579	4457
12344	4658
5252	7457
18620	16897
17036	12792
18486	18405
6927	10819
6210	13225
13242	1903
5211	17863
21438	4086
1429	21073
18669	27635
21613	25352
27635	2202
9256	25309
13567	11710
23926	3994
27694	16405
16656	17120
26538	24883
25950	27177
1538	11937
19153	27158
14526	16885
5733	13159
7068	23143
19169	17446
14366	12231
12395	15956
5917	28306
27145	28088
17112	4216
26965	23569
4129	7874
21699	10093
27297	18799
5498	2360
22843	21459
9599	26915
660	1841
12187	4834
23675	21635
18286	1039
6210	13805
25126	17798
22179	26239
9346	22794
13720	11047
10768	15819
9180	4721
4405	2699
7074	24084
14879	19839
9013	28136
6997	10776
774	27531
2262	19281
3658	6722
26942	9085
23060	5918
27168	23601
766	17500
16291	8263
28819	7174
19018	14784
21910	16035
11549	14507
4533	9965
5390	27102
20428	18066
1233	24217
4024	13679
8046	28195
12324	6873
6335	6230
13065	3560
26619	14967
21566	16402
21158	5632
4587	28144
3015	10737
22240	24887
6210	24344
14334	5464
15123	18515
14438	14642
20523	1161
16586	23228
7025	18138
1382	9777
24581	5201
10723	11212
8697	25319
16943	25579
7276	62
8093	6290
766	3373
5145	25821
17052	27073
15175	16594
5938	13065
19985	10531
11399	26745
12028	20805
4103	14756
8571	14438
10764	17358
24068	19351
15955	3252
18278	22758
21994	2302
9070	27333
4238	6210
9869	14507
25745	24138
14427	14833
2413	14258
5710	1415
21430	15906
4240	24887
26870	435
27108	15780
13713	4319
519	15780
2477	3182
8847	21153
1853	336
22898	21649
6464	20915
5058	12454
10119	18891
12830	6370
27304	1007
17734	9011
3271	24230
2933	22905
14526	11910
5588	27
14323	2637
17937	27355
18697	8804
27353	25284
21411	28491
17637	20439
24037	2836
24467	25862
18072	28104
21608	7784
5412	6796
8088	8564
20498	1690
23090	22890
25889	27537
6927	15309
28676	10723
19054	7100
5498	27553
14503	7043
3717	4722
5247	7970
1198	24712
24737	1841
23653	28947
27645	12519
24480	26995
14837	23984
24888	22068
1225	12498
11118	20017
24737	2326
24602	28419
14490	18928
12911	9867
26090	5918
18338	8414
8847	16568
1198	18512
17926	15679
4713	17781
23090	22134
18762	27319
26476	24752
20368	25208
1539	4123
17039	6210
6592	27003
15388	10932
4908	20476
17961	4180
7846	10696
4868	15587
24843	14129
27339	13402
25821	8081
7008	20896
26329	15763
9332	25789
6210	2816
19985	6123
28055	23034
2645	10298
19306	15694
6044	26672
25928	20323
3331	2187
9408	20786
7912	3651
25579	15303
17506	13139
12655	11788
2844	13060
10952	25792
9331	21349
20487	21397
3226	3703
36	657
25352	10824
9509	2610
19857	5136
19673	28793
2781	415
2366	2341
1620	22910
21399	28596
16180	13892
19721	6417
26316	17802
24534	26923
24248	25382
17557	27642
2199	24460
6074	11247
11252	26915
15679	6927
14657	7198
13503	4345
8821	7440
11980	2331
23837	22708
4554	18828
10023	17543
19534	16837
23839	24568
17903	27318
27240	2626
6246	843
15771	15919
23627	27618
10673	5811
6556	19985
16857	25352
28757	23090
8443	20481
20402	14611
15064	14700
21865	9906
25352	24469
16921	7367
3104	682
27501	24173
12098	23434
346	9754
16523	5770
18138	1994
21330	20757
14110	3039
25686	21360
22226	28876
3684	1441
20219	3738
6464	22183
20749	5392
9809	5093
16047	28356
26672	8542
9267	11344
23090	16590
24408	15633
87	8924
14266	5014
21350	11674
21106	8464
13325	7972
19271	5087
17210	23610
14255	22340
18367	12296
18184	17819
25716	8852
9438	843
18093	9727
8288	8102
5163	18217
15710	25579
8549	20760
19060	16220
4454	25579
6226	13552
1485	10673
21668	25014
9743	12537
13055	15438
1580	2390
17435	16356
16745	4909
14200	25051
12076	8115
27885	7531
16924	10025
10444	19741
4789	24090
11071	6722
25613	28120
17180	3271
7992	2741
11786	23185
23639	9949
4881	8326
27756	12875
19191	6210
459	24866
11664	13640
21965	19474
13306	25579
25579	12960
11752	27600
17849	14440
18358	8593
12613	26843
9746	8012
23090	12351
15647	2341
22804	1853
12626	18874
1218	2843
4370	5802
20388	25579
8356	26680
3344	8658
16736	28395
22359	24384
26883	22980
19520	26052
18982	18632
25935	3126
26433	23610
5498	7775
8105	21021
6210	19025
16829	17531
14507	18088
16200	22668
22050	27642
15014	1486
5553	3957
2556	9385
13656	10235
15430	11397
5345	842
22365	23090
2518	24499
10723	23090
26915	2928
14322	11238
6728	11772
12082	24404
1448	27757
11857	4703
807	9180
19054	22359
25340	20323
25352	21013
28723	1053
6453	15953
10824	16762
19058	20303
10069	24602
15426	5058
6708	8459
25014	13379
20502	17961
5417	11781
10822	25579
27007	3333
27245	24952
25911	10857
24392	25579
1683	18622
6546	24063
2341	17569
6252	22701
5312	8501
16004	18275
6173	22953
14526	3367
24264	21220
7459	7941
24727	6174
12623	5058
28094	15499
16831	19278
7961	19054
15353	25348
17076	19634
8880	889
28025	7464
16834	13954
2370	1471
27798	3948
4052	11220
11282	27810
22351	19378
9367	25579
6975	8221
20159	5079
544	11759
12288	17668
13394	15968
18474	27442
18565	9474
8425	14567
28873	713
24039	4397
27111	23948
16356	27164
843	11791
16356	4101
17880	27285
17931	2683
24661	16812
25407	24005
22758	9271
9186	20757
27992	27098
15135	4353
3406	17961
19295	1974
243	23778
22780	21630
16860	2504
18822	7017
27808	9272
18405	10994
1832	13353
26045	26799
18877	23926
23672	7508
23468	8913
27154	1867
25368	14173
22618	5853
11354	7602
5237	24273
13202	17399
20755	6210
11884	5498
24005	24780
22509	17594
14578	28287
13503	10741
11544	26854
7367	1039
25974	682
17145	12023
16681	19168
14294	27628
15933	2452
24905	15656
28381	18066
1875	21349
25188	7529
1447	6469
17234	14294
25696	6210
28112	6513
4958	26499
24619	22668
19954	22972
6550	9147
21381	4699
18084	3510
19569	19528
17263	7367
27290	16384
26862	17537
19369	12988
12916	10283
20920	3322
16868	17051
9710	13325
7599	26011
5566	2194
21249	25710
9915	194
19132	5479
3667	4506
13859	1853
5078	28511
14588	13182
12914	14526
1853	20378
10383	22354
2501	27774
6210	8697
17453	22357
3392	13814
14719	20350
778	16963
26950	18513
7847	7367
21134	28350
25579	16966
8825	13495
27784	23171
14851	23085
15918	2341
1655	4072
16356	5559
14309	28249
28687	8815
5956	10955
2588	12583
6210	9135
1900	23273
3209	27322
2431	16960
1923	23469
6815	10966
11233	25106
27490	3039
26178	1233
23299	686
18914	15890
23987	21609
25437	8161
23848	23043
27485	27353
24237	14155
11275	6877
11796	809
12327	2215
2812	21648
7921	12069
3183	14438
10791	12305
10893	15018
13263	2362
23444	18183
23970	16489
8325	2612
5016	28363
6210	13810
27135	5058
22667	26996
9416	10464
27071	26993
7133	17491
23690	28774
23090	25749
21737	15594
4715	2527
4432	383
15385	4876
11161	15603
6287	6637
6792	16058
36	21120
7527	10947
