18736	27366
17781	2656
11373	25248
25024	14438
7367	11655
21196	28659
14366	23312
28362	12291
3775	11064
927	7912
15589	2683
5581	20159
28848	18110
24952	20518
26811	12855
21135	24005
14791	1912
23468	4140
1787	25654
13576	25409
24514	4617
5580	326
16682	16567
1139	12941
1429	5434
12829	7284
1853	15193
15780	10508
20052	28368
6751	1539
20543	17194
26669	2061
11331	9912
21821	8999
20470	18066
25579	4010
24409	14575
2683	16627
4612	9325
22592	11380
8399	19909
18719	15677
10561	4129
28353	3017
12291	16002
15926	21724
8180	3993
22581	24429
27676	14599
10465	28360
3343	14748
10673	16417
27598	18620
21839	12178
26996	8609
25032	20422
4659	20272
20069	5498
27434	17802
28820	3395
17861	18093
14872	5127
23090	27654
6232	12382
12445	10673
25524	7734
11381	4416
3196	10602
21226	16233
24743	18897
1949	21570
24737	10004
7959	25966
6210	1424
644	13348
13238	19569
7561	26006
25579	19026
11317	25272
4759	16499
24941	28019
14610	2465
722	15803
12189	10673
28452	10391
2022	14183
17992	9479
27570	14228
1198	8581
27577	23975
9072	14200
25579	5213
24602	26369
12600	12443
4236	14162
12880	719
1186	11275
28137	14329
20289	16783
8972	22923
13435	23090
5037	24920
6976	7335
11497	10320
20271	24256
12909	3964
18349	2091
24404	10833
25234	16305
16040	21438
3118	25582
12122	25508
6635	22592
23672	27821
4287	16871
459	4092
5357	10140
23672	23870
18550	9715
6387	6970
15426	7784
16173	3806
23468	2265
3315	24072
13342	19985
23641	26125
12975	9180
18474	16217
15184	7920
13338	6756
15041	28554
22343	23881
7002	11039
7558	10413
4958	24090
22652	22887
13413	1139
5439	3271
8349	24005
20105	4012
24385	12446
1996	303
8213	5558
10772	9259
14639	6210
7394	22623
25579	20053
23090	26621
27052	13741
23923	21643
24277	18718
5035	13939
6210	11125
2376	11177
11762	27643
5933	4725
14254	7999
13025	10007
21944	19701
28025	18066
28112	14125
6437	7041
7652	2284
11111	25277
1989	28700
14526	3909
13726	7390
14445	26303
20409	27549
14873	24454
12276	18680
2863	23087
8659	1756
18801	10320
10600	3641
118	346
24091	26202
5805	17315
28050	8566
16410	1037
7466	25579
24887	3599
13298	1394
8798	25579
23078	25326
22456	4779
23841	16627
25769	16263
28145	348
6728	11602
2271	7037
19420	13710
14162	14984
21991	27754
18513	5707
6794	7310
28716	14280
11888	729
15014	26922
10673	6467
3321	21673
7176	23209
8446	14366
3230	25579
26106	28451
19530	26996
26552	3875
9597	11628
7097	19601
10722	23833
23762	15928
12880	26058
24356	28353
9536	6210
15313	21644
25692	3806
6210	18065
12126	10839
27627	21238
15130	2194
19004	23469
17420	6240
25320	26628
28257	27381
1849	7266
23891	15372
28840	10419
831	25579
15596	7940
18848	10976
7244	5979
28044	8214
8847	21163
14620	3847
5637	19342
22424	18744
19985	16482
3718	9536
3616	16065
26302	24436
22891	11285
6965	23615
16947	157
12867	25579
8288	19102
25579	6495
22347	14507
23090	28124
21349	24399
26996	17047
25776	4215
11109	12556
22876	19928
26939	23090
20048	4103
10866	23431
26562	4722
24381	18513
15687	538
1616	25579
7417	3392
23090	5033
4044	4133
19349	12034
5789	27915
11350	12880
23778	6491
25020	13569
3245	25821
8550	241
6734	15555
7097	2151
23745	17070
13503	28125
21517	18457
20303	23060
11890	9085
2342	12909
4151	27331
15928	26394
12170	16253
14200	16372
25260	22358
24422	16757
18585	16624
10221	20911
19957	10367
11826	21664
6054	21228
3960	18126
10833	9867
788	25579
16281	15149
21926	18394
16980	19598
17668	24897
18000	598
3138	5087
11782	5345
17390	9158
5673	25972
25159	22068
12411	20901
27833	7228
21132	6961
14809	8835
6970	27655
19885	1853
11993	23075
14650	5577
3565	3039
22230	14174
27988	19569
5140	20336
25352	13459
2938	2945
10413	26602
6895	14184
17435	21091
19471	24521
16690	7194
9920	2947
25078	12120
12217	4560
25579	8463
23448	5058
19891	2262
21325	13223
11441	22249
10400	28947
16051	8267
22623	10464
11190	28261
20015	8296
17025	8549
21538	14366
23195	21531
4789	24802
17807	5856
8848	6210
15063	13344
13209	1849
1290	15400
1118	2851
314	8697
10912	1345
20088	843
24501	23999
5970	1245
13852	3089
27942	10962
6210	26379
19649	4509
18513	12216
1756	5946
2069	3392
12928	121
23926	6350
553	8147
20258	24361
4920	1233
11743	4079
7565	6056
17872	25203
21662	14438
22779	18066
11727	22126
18064	23480
18066	16241
8146	10260
24946	682
3684	10220
5273	9759
19535	16351
22312	15988
14847	1486
4383	6970
16440	13784
1375	28193
9336	16516
12190	10541
8047	5945
11654	5392
17792	5732
3408	23213
26203	3870
6210	26870
24245	16699
10619	10574
19560	9140
10758	22887
10819	20425
23865	9737
28026	10462
11459	8429
24465	22662
23864	8620
13940	20149
7876	18920
26962	20272
714	4175
14934	15158
6210	10936
12541	25064
17476	28057
14085	3357
6210	20284
2977	17564
15780	16971
24384	25693
16440	6210
7527	22891
24277	5272
10351	12352
25375	5446
12310	17716
18598	20374
24543	19569
7438	16796
21852	26854
23924	8105
11276	5008
25579	21156
19381	20749
25579	20391
9901	16500
6210	26454
22615	13902
19498	17277
25579	4275
23231	26996
27120	5087
10452	11497
12927	2111
2033	25352
3441	19173
24906	1446
21859	24034
11659	9256
24050	23991
8213	26144
6210	10715
4071	9786
3903	28436
28252	1527
19918	20840
2522	22626
7134	8104
682	3999
451	24189
8360	3105
27078	1311
914	11495
14571	2341
7568	27772
27381	27326
21859	17985
1711	19067
4958	2932
17058	25410
26142	8847
52	6068
26027	682
23003	6210
2385	15683
19590	1233
20165	12411
20286	10275
17304	18204
28055	25579
21267	20805
3398	14507
5131	27035
5533	5683
11047	21130
2096	4079
14475	9751
23468	23843
23672	8241
15601	25270
21382	5597
2121	14505
6210	16064
15942	5700
14217	2194
25285	12875
6283	12454
20941	26211
17377	22887
28537	6210
6045	16937
3353	6672
23400	4908
6615	21749
4180	6627
2376	19390
5395	11177
1854	15385
7232	5720
20153	28195
3955	8748
10936	20877
8589	25579
819	9781
846	5150
28147	6970
2126	7634
19918	13653
13793	11659
8540	7729
9604	27497
24770	13750
24885	11275
26821	1915
28951	19985
17334	22399
24204	19417
2139	21414
1951	12279
8754	8669
5888	6210
15157	22898
8329	3985
27225	27052
17220	9499
12613	2502
10023	24615
11592	25983
20454	5847
25188	10386
27835	22692
19027	4728
15024	9394
22610	22888
14905	2718
27603	18066
6210	19323
190	5010
18024	6210
26132	843
28287	3528
9207	5814
4830	22934
16044	13699
2563	24023
25972	4480
1623	18699
1996	24770
26395	23090
4726	752
23610	11516
10016	8016
6316	8379
2320	25579
682	18029
7961	24277
10076	16262
10673	1203
7739	610
4682	11140
5392	19985
10912	25972
584	4302
10790	20971
3192	25843
14277	6417
27363	6210
23749	16208
3559	20158
7224	27798
17891	13694
390	7559
26248	23090
19775	2478
15890	7919
21775	96
16874	5478
15509	28353
7082	5005
11602	26602
2022	8631
17701	11280
25395	10202
23650	14438
18066	15815
24932	25822
16356	8795
5342	20964
17304	6279
17559	26125
2436	3637
7745	14987
26992	4779
26890	20303
10518	26922
18498	16232
5527	26620
3817	9332
20354	22807
3392	3257
3025	4697
21491	17070
11882	14619
7588	8765
16266	2344
24007	23574
26276	7527
24353	682
27464	10977
21482	19186
26208	7366
9499	17445
15224	24514
27550	5364
8012	2522
26535	13837
17819	7417
7240	101
23155	3089
13536	4217
13235	28112
20357	2289
24277	1907
27232	8680
16160	6210
4134	11349
10274	11423
1941	6371
10579	8264
27566	15725
26743	7053
22466	24163
17574	21254
8321	27232
6564	9394
1059	21913
1396	858
10536	9870
14225	10114
28353	10242
23839	10804
743	21349
9884	25579
5058	5316
10057	1358
9768	14366
7311	19720
8178	27232
23090	1417
3048	18560
11455	3812
25579	13570
9938	11058
4408	28353
6210	27525
25665	13282
5909	22912
5686	3392
19598	17250
24737	5455
3902	25554
1462	14851
18501	26684
8847	28952
1548	22037
16192	27919
13978	1380
11068	17961
25579	13129
13870	18240
27543	4336
2625	4195
5823	26996
9438	11119
27247	7053
14786	16490
25060	15013
27692	28428
12193	10161
25579	19808
18680	22132
23140	1454
7065	25242
12338	21106
2277	1745
20584	6970
13434	9563
25352	6602
21385	1681
4171	25466
16227	25831
13771	21424
80	24809
2789	7289
24563	13369
5271	14786
22094	20476
7125	561
24442	16040
5588	13263
9384	15217
18513	19531
24705	13401
15996	4124
18510	6446
16663	18837
26793	28509
17216	17848
27774	4932
13976	914
15799	25880
27887	374
17376	6834
19263	24385
14280	6172
23216	18794
7214	15234
11133	18513
4192	2280
8258	4349
4024	27642
10936	4798
11710	26677
2544	26891
5087	12190
21700	4444
6186	2164
15928	2871
5472	27165
27786	15991
16059	21489
13235	3814
24892	24941
17825	6598
16369	27144
4396	19575
13202	28920
6335	23090
26116	11903
7289	6210
6459	15361
24957	22509
1441	18513
8515	11074
11264	9190
5276	12809
10781	26996
5472	15003
16184	19166
25126	7121
21391	21516
19135	5023
6210	3745
27490	15854
17141	22736
12021	23684
14665	9422
13725	481
3916	18874
27614	12858
19067	19424
8188	17030
9020	19569
7378	10936
18427	1233
25579	23251
14438	21112
6210	16745
26013	20598
23992	6048
10327	9106
21955	14438
3780	7121
9392	16362
2043	18661
27269	15694
15263	11687
27887	25069
9128	10373
10129	28683
2880	4202
4441	10763
23090	26017
18040	20303
11070	19269
2985	7017
19572	6210
8142	14745
5580	27594
3591	19985
4421	6210
13567	1380
1975	15906
19940	6047
15438	6826
9991	17471
843	197
843	17239
4309	19763
20671	23090
4613	21681
19295	23902
8211	7907
26672	23152
10384	27095
10500	16778
26303	10755
6210	8218
21177	12519
8805	1242
6741	23090
16656	27532
4720	9568
22547	23672
9103	18191
18625	6004
6522	15270
21376	9524
23643	19794
937	1178
3109	12856
3538	21013
3397	26344
5058	15532
24442	27766
23672	22076
10184	15048
20308	2289
10592	27522
21854	723
10416	16273
23346	7840
18371	22758
15052	49
11518	27915
8176	19701
3681	7339
18000	10458
27566	28567
2629	16577
4349	13495
456	23468
14672	20151
17577	19651
15991	10963
7053	14464
9581	682
6210	24580
13938	23580
9460	22134
3559	20210
26996	17383
16721	23373
19909	9823
12248	8658
9990	25579
18185	25599
5807	15135
12082	6498
809	15674
15403	23661
15823	28703
25579	27431
28676	10931
15048	4220
5981	3392
4189	5343
17693	10842
18923	21598
19985	18141
3684	19812
5553	15015
25905	20872
21908	23708
2271	21326
2786	22059
13843	24536
17457	24667
22505	15561
16477	26050
17852	23095
16251	13998
27865	7493
7162	844
6429	6210
25203	23796
12023	21550
14438	12127
5597	6519
2275	16928
3343	23512
10561	13763
7666	9180
1957	26250
8137	19608
3250	22758
21557	2642
9184	14084
21363	8491
16968	18778
13311	1853
1667	2580
17279	24811
6210	25632
26123	6210
24112	13709
7991	4547
25676	9256
14341	16387
16972	24120
28019	8847
7508	22644
21526	6210
682	26569
10853	12919
984	23090
9640	15940
18418	27527
22454	337
24478	4825
18507	771
22774	27689
12872	13490
27132	16287
2943	13503
26358	6586
11157	7055
14665	22314
26683	8977
6453	2023
25520	14960
13763	25896
9906	26527
6210	16093
18735	15834
22758	22860
28771	13747
6210	24273
23010	10395
13711	12140
639	24873
23727	10291
10139	6146
23841	10991
22472	10673
10596	6210
12150	12864
2341	3512
23376	25005
13882	26995
15424	23589
13240	851
27609	16082
15556	21939
25412	28358
21236	9313
17765	27454
7379	10367
27372	16407
10645	28268
23876	27518
22509	16863
6210	28321
17376	234
21728	2368
4793	14526
14366	8201
16217	19601
24145	23468
23406	19702
7360	9563
24029	4028
5498	27423
8301	3936
1763	28578
19342	16063
14498	25159
15130	6210
7575	4509
19342	7349
831	5361
23601	11255
25299	19918
6210	20989
19002	12350
1233	13409
6033	10512
9913	23881
6210	8477
19746	21803
6957	26064
4330	3026
16281	2816
23884	25092
5510	18630
3512	17478
26116	9963
12975	17960
6210	14218
6210	12913
25880	24183
14987	1539
4343	28936
1776	15752
17690	14148
2038	5917
17402	14507
13202	17752
2719	27566
11374	18281
1319	20596
9242	6522
14281	25579
6464	14333
26133	829
21783	26405
19342	12191
6210	24624
27615	6013
5174	22359
27390	19054
25265	5498
15555	2101
25817	22449
14006	7536
17462	21249
22184	24005
17490	21349
27986	6422
14438	193
15129	23487
